Route,Cap,NumPassenger,Node
30,1,0,1
30,2,0,1
30,3,0,1
30,4,0,1
30,3,0,1
30,2,0,1
30,13,0,1
30,5,0,1
30,6,0,1
30,1,0,1
30,3,0,1
